Bostau6	mm10
SRP19	Srp19
SRP54	Srp54a
SRP68	Srp68
SRP72	Srp72
SRP9	Srp9
SRPK1	Srpk1
SRPK2	Srpk2
SRPK3	Srpk3
SRPR	Srpr
SRPRB	Srprb
SRPX	Srpx
SRPX2	Srpx2
SRR	Srr
SRRD	Srrd
SRRM1	Srrm1
SRRM2	Srrm2
SRRM3	Srrm3
SRRM4	Srrm4
SRRT	Srrt
SRSF1	Srsf1
SRSF12	Srsf12
SRSF2	Srsf2
SRSF3	Gm12355
SRSF6	Srsf6
SRSF7	Srsf7
SRXN1	Srxn1
SRY	Sox3
SS18	Ss18
SS18L1	Ss18l1
SSB	Ssb
SSBP1	Ssbp1
SSBP2	Ssbp2
SSBP3	Ssbp3
SSBP4	Ssbp4
SSC5D	Ssc5d
SSFA2	Ssfa2
SSH1	Ssh1
SSH2	Ssh2
SSH3	Ssh3
SSLP1	Gm7257
SSNA1	Ssna1
SSPN	Sspn
SSR1	Ssr1
SSR2	Ssr2
SSR3	Ssr3
SSR4	Ssr4
SSRP1	Ssrp1
SSSCA1	Sssca1
SST	Sst
SSTR1	Sstr1
SSTR2	Sstr2
SSTR3	Sstr3
SSTR5	Sstr5
SSU72	Ssu72
SSUH2	Ssu2
SSX2IP	Ssx2ip
SSX5	Ssxb10
ST13	St13
ST14	St14
ST18	St18
ST3GAL-IV	St3gal4
ST3GAL1	St3gal1
ST3GAL5	St3gal5
ST3GAL6	St3gal6
ST5	St5
ST6GAL1	St6gal1
ST6GAL2	St6gal2
ST6GALNAC1	St6galnac1
ST6GALNAC2	St6galnac2
ST6GALNAC5	St6galnac5
ST6GALNAC6	St6galnac6
ST7	St7
ST7L	St7l
ST8SIA1	St8sia1
ST8SIA2	St8sia2
ST8SIA3	St8sia3
ST8SIA4	St8sia4
ST8SIA5	St8sia5
ST8SIA6	St8sia6
STAB1	Stab1
STAB2	Stab2
STAC	Stac
STAC2	Stac2
STAC3	Stac3
STAG1	Stag1
STAG2	Stag2
STAG3	Stag3
STAM	Stam
STAM2	Stam2
STAMBP	Stambp
STAMBPL1	Stambpl1
STAP1	Stap1
STAP2	Stap2
STAR	Star
STARD10	Stard10
STARD13	Stard13
STARD3	Stard3
STARD3NL	Stard3nl
STARD4	Stard4
STARD5	Stard5
STARD6	Stard6
STARD7	Stard7
STARD8	Stard8
STAT1	Stat1
STAT2	Stat2
STAT3	Stat3
STAT4	Stat4
STAT5A	Stat5a
STAT5B	Stat5b
STAT6	Stat6
STAU1	Stau1
STAU2	Stau2
STC1	Stc1
STC2	Stc2
STEAP2	Steap2
STEAP3	Steap3
STEAP4	Steap4
STIL	Stil
STIM1	Stim1
STIM2	Stim2
STIP1	Stip1
STK10	Stk10
STK11	Stk11
STK11IP	Stk11ip
STK16	Stk16
STK17B	Stk17b
STK19	Stk19
STK24	Stk24
STK25	Stk25
STK3	Stk3
STK31	Stk31
STK32A	Stk32a
STK32B	Stk32b
STK32C	Stk32c
STK33	Stk33
STK35	Stk35
STK36	Stk36
STK38	Stk38
STK38L	Stk38l
STK39	Stk39
STK4	Stk4
STK40	Stk40
STMN1	Stmn1
STMN2	Stmn2
STMN3	Stmn3
STMN4	Stmn4
STMND1	Stmnd1
STOM	Stom
STOML1	Stoml1
STOML2	Stoml2
STOML3	Stoml3
STON2	Ston2
STOX1	Stox1
STOX2	Stox2
STPG1	Stpg1
STRA13	Stra13
STRA6	Stra6
STRA8	Stra8
STRADA	Strada
STRADB	Stradb
STRAP	Strap
STRBP	Strbp
STRC	Strc
STRIP1	Strip1
STRIP2	Strip2
STRN	Strn
STRN3	Strn3
STRN4	Strn4
STT3A	Stt3a
STT3B	Stt3b
STUB1	Stub1
STX11	Stx11
STX12	Stx12
STX16	Stx16
STX17	Stx17
STX18	Stx18
STX19	Stx19
STX1A	Stx1a
STX1B	Stx1b
STX2	Stx2
STX3	Stx3
STX4	Stx4a
STX5	Stx5a
STX6	Stx6
STX7	Stx7
STX8	Stx8
STXBP1	Stxbp1
STXBP2	Stxbp2
STXBP3	Stxbp3a
STXBP4	Stxbp4
STXBP5	Stxbp5
STXBP5L	Stxbp5l
STXBP6	Stxbp6
STYK1	Styk1
STYX	Gm14698
STYXL1	Styxl1
SUB1	Sub1
SUBH2BV	1700024P04Rik
SUCLA2	Sucla2
SUCLG1	Suclg1
SUCLG2	Suclg2
SUCNR1	Sucnr1
SUCO	Suco
SUDS3	Suds3
SUFU	Sufu
SUGCT	5033411D12Rik
SUGP2	Sugp2
SUGT1	Sugt1
SULF1	Sulf1
SULF2	Sulf2
SULT1A1	Sult1a1
SULT1B1	Sult1b1
SULT1C2	Sult1c2
SULT1C3	Sult1c1
SULT1C4	Gm4794
SULT1E1	Sult1e1
SULT2A1	Sult2a5
SULT2B1	Sult2b1
SULT4A1	Sult4a1
SULT6B1	Sult6b1
SUMF1	Sumf1
SUMF2	Sumf2
SUMO1	Sumo1
SUMO2	Sumo2
SUMO3	Sumo3
SUN1	Sun1
SUN3	Sun3
SUOX	Suox
SUPT16H	Supt16
SUPT3H	Supt3
SUPT4H1	Supt4a
SUPT5H	Supt5
SUPT6H	Supt6
SUPT7L	Supt7l
SUPV3L1	Supv3l1
SURF1	Surf1
SURF2	Surf2
SURF6	Surf6
SUSD1	Susd1
SUSD2	Susd2
SUSD3	Susd3
SUSD4	Susd4
SUSD5	Susd5
SUV39H1	Suv39h1
SUV39H2	Suv39h2
SUV420H1	Suv420h1
SUV420H2	Suv420h2
SUZ12	Suz12
SV2A	Sv2a
SV2B	Sv2b
SV2C	Sv2c
SVEP1	Svep1
SVIL	Svil
SVOP	Svop
SVOPL	Svopl
SWI5	Swi5
SWSAP1	Swsap1
SYAP1	Syap1
SYBU	Sybu
SYCE1	Syce1
SYCE1L	Syce1l
SYCE2	Syce2
SYCE3	Syce3
SYCN	Sycn
SYCP1	Sycp1
SYCP2	Sycp2
SYCP2L	Sycp2l
SYCP3	Gm20901
SYDE1	Syde1
SYDE2	Syde2
SYF2	Syf2
SYK	Syk
SYMPK	Sympk
SYN1	Syn1
SYN3	Syn3
SYNC	Sync
SYNCRIP	Syncrip
SYNDIG1	Syndig1
SYNDIG1L	Syndig1l
SYNE1	Syne1
SYNE2	Syne2
SYNE3	Syne3
SYNE4	Syne4
SYNGAP1	Syngap1
SYNGR1	Syngr1
SYNGR2	Syngr2
SYNGR3	Syngr3
SYNGR4	Syngr4
SYNJ1	Synj1
SYNJ2	Synj2
SYNJ2BP	Synj2bp
SYNM	Synm
SYNPO	Synpo
SYNPO2	Synpo2
SYNPO2L	Synpo2l
SYNPR	Synpr
SYNRG	Synrg
SYP	Syp
SYPL1	Sypl
SYPL2	Sypl2
SYS1	Sys1
SYT1	Syt1
SYT10	Syt10
SYT11	Syt11
SYT12	Syt12
SYT13	Syt13
SYT14	Syt14
SYT15	Syt15
SYT16	Syt16
SYT17	Syt17
SYT2	Syt2
SYT3	Syt3
SYT4	Syt4
SYT5	Syt5
SYT6	Syt6
SYT7	Syt7
SYT8	Syt8
SYT9	Syt9
SYTL1	Sytl1
SYTL2	Sytl2
SYTL3	Sytl3
SYTL4	Sytl4
SYTL5	Sytl5
SYVN1	Syvn1
SZRD1	Szrd1
SZT2	Szt2
T	T
T2R10C	Tas2r107
T2R12	Tas2r122
T2R65A	Tas2r121
TAAR1	Taar1
TAAR2	Taar2
TAAR5	Taar5
TAAR6	Taar6
TAAR9	Taar9
TAB2	Tab2
TAB3	Tab3
TAC1	Tac1
TAC3	Tac2
TACC1	Tacc1
TACC2	Tacc2
TACC3	Tacc3
TACO1	Taco1
TACR2	Tacr2
TACR3	Tacr3
TACSTD2	Tacstd2
TADA1	Tada1
TADA2A	Tada2a
TADA2B	Tada2b
TADA3	Tada3
TAF10	Taf10
TAF12	Taf12
TAF13	Taf13
TAF15	Taf15
TAF1A	Taf1a
TAF1B	Taf1b
TAF1C	Taf1c
TAF1D	Taf1d
TAF2	Taf2
TAF3	Taf3
TAF4	Taf4a
TAF4B	Taf4b
TAF5	Taf5
TAF6	Taf6
TAF6L	Taf6l
TAF7	Taf7
TAF7L	4933416C03Rik
TAF8	Taf8
TAF9	Taf9
TAF9B	Taf9b
TAGAP	Tagap1
TAGLN	Tagln
TAGLN2	Tagln2
TAGLN3	Tagln3
TAL1	Tal1
TAL2	Tal2
TALDO1	Taldo1
TAMM41	Tamm41
TANC1	Tanc1
TANC2	Tanc2
TANGO2	Tango2
TANGO6	Tango6
TANK	Tank
TAOK1	Taok1
TAOK2	Taok2
TAOK3	Taok3
TAP1	Tap1
TAP2	Tap2
TAPBP	Tapbp
TAPBPL	Tapbpl
TAPT1	Tapt1
TARBP1	Gm17296
TARBP2	Tarbp2
TARDBP	Tardbp
TARM1	Tarm1
TARS	Tars
TARS2	Tars2
TARSL2	Tarsl2
TAS1R1	Tas1r1
TAS1R2	Tas1r2
TAS2R1	Tas2r119
TAS2R10	Tas2r107
TAS2R16	Tas2r118
TAS2R3	Tas2r137
TAS2R38	Tas2r138
TAS2R4	Tas2r108
TAS2R40	Tas2r144
TAS2R42	Tas2r131
TAS2R46	Tas2r120
TAT	Tat
TATDN1	Tatdn1
TATDN3	Tatdn3
TAX1BP1	Tax1bp1
TAX1BP3	Tax1bp3
TAZ	Taz
TBATA	Tbata
TBC1D1	Tbc1d1
TBC1D10A	Tbc1d10a
TBC1D10B	Tbc1d10b
TBC1D10C	Tbc1d10c
TBC1D12	Tbc1d12
TBC1D13	Tbc1d13
TBC1D14	Tbc1d14
TBC1D15	Tbc1d15
TBC1D16	Tbc1d16
TBC1D17	Tbc1d17
TBC1D19	Tbc1d19
TBC1D2	Tbc1d2
TBC1D20	Tbc1d20
TBC1D21	Tbc1d21
TBC1D22A	Tbc1d22a
TBC1D22B	Tbc1d22b
TBC1D23	Tbc1d23
TBC1D25	Tbc1d25
TBC1D2B	Tbc1d2b
TBC1D30	Tbc1d30
TBC1D31	Tbc1d31
TBC1D32	Tbc1d32
TBC1D4	Tbc1d4
TBC1D5	Tbc1d5
TBC1D7	Tbc1d7
TBC1D8	Tbc1d8
TBC1D9	Tbc1d9
TBC1D9B	Tbc1d9b
TBCA	Tbca
TBCB	Tbcb
TBCC	Tbcc
TBCCD1	Tbccd1
TBCD	Tbcd
TBCE	Tbce
TBCK	Tbck
TBK1	Tbk1
TBKBP1	Tbkbp1
TBL1X	Tbl1x
TBL1XR1	Tbl1xr1
TBL2	Tbl2
TBL3	Tbl3
TBP	Tbp
TBPL1	Tbpl1
TBPL2	Tbpl2
TBR1	Tbr1
TBRG1	Tbrg1
TBRG4	Tbrg4
TBX10	Tbx10
TBX15	Tbx15
TBX18	Tbx18
TBX19	Tbx19
TBX2	Tbx2
TBX20	Tbx20
TBX21	Tbx21
TBX22	Tbx22
TBX3	Tbx3
TBX4	Tbx4
TBX5	Tbx5
TBX6	Tbx6
TBXA2R	Tbxa2r
TBXAS1	Tbxas1
TC2N	Tc2n
TCAIM	Tcaim
TCAP	Tcap
TCEA1	Tcea1
TCEA2	Tcea2
TCEA3	Tcea3
TCEAL1	Tceal1
TCEAL7	Tceal7
TCEAL8	Tceal8
TCEANC2	Tceanc2
TCEB1	Tceb1
TCEB2	Tceb2
TCEB3	Tceb3
TCERG1	Tcerg1
TCF12	Tcf12
TCF15	Tcf15
TCF19	Tcf19
TCF20	Zfp957
TCF21	Tcf21
TCF23	Tcf23
TCF25	Tcf25
TCF3	Tcf3
TCF7	Tcf7
TCF7L2	Tcf4
TCFL2	Tcf7l2
TCFL5	Tcfl5
TCHHL1	Tchhl1
TCHP	Tchp
TCIRG1	Tcirg1
TCL1A	Tcl1
TCL1B	Tcl1b2
TCN2	Tcn2
TCOF1	Tcof1
TCP1	Tcp1
TCP11	Tcp11
TCP11L1	Tcp11l1
TCP11L2	Tcp11l2
TCTA	Tcta
TCTE3	Gm3417
TCTEX1D1	Tctex1d1
TCTEX1D2	Tctex1d2
TCTEX1D4	Tctex1d4
TCTN1	Tctn1
TCTN2	Tctn2
TCTN3	Tctn3
TDG	Tdg
TDGF1	Tdgf1
TDH	Tdh
TDO2	Tdo2
TDP1	Tdp1
TDP2	Tdp2
TDRD1	Tdrd1
TDRD12	Tdrd12
TDRD3	Tdrd3
TDRD5	Tdrd5
TDRD6	Tdrd6
TDRD7	Tdrd7
TDRD9	Tdrd9
TDRKH	Tdrkh
TDRP	Tdrp
TEAD1	Tead1
TEAD2	Tead2
TEAD3	Tead3
TEAD4	Tead4
TEC	Tec
TECPR2	Tecpr2
TECR	Tecr
TECRL	Tecrl
TECTA	Tecta
TECTB	Tectb
TEDDM1	Gm5531
TEF	Tef
TEK	Tek
TEKT1	Tekt1
TEKT2	Tekt2
TEKT3	Tekt3
TEKT4	Tekt4
TEKT5	Tekt5
TELO2	Telo2
Telomerase-vert	Gm24413
TEN1	Ten1
TENC1	Tenc1
TENM1	Tenm1
TENM2	Tenm2
TENM3	Tenm3
TENM4	Tenm4
TEP1	Tep1
TEPP	Tepp
TERF1	Terf1
TERF2	Terf2
TERF2IP	Terf2ip
TERT	Tert
TES	Gm4907
TESC	Tesc
TESK1	Tesk1
TESK2	Tesk2
TESPA1	Tespa1
TET1	Tet1
TET2	Tet2
TET3	Tet3
TEX10	Tex10
TEX101	Tex101
TEX11	Tex11
TEX12	Tex12
TEX14	Tex14
TEX15	Tex15
TEX2	Tex2
TEX261	Tex261
TEX264	Tex264
TEX29	Tex29
TEX30	Tex30
TEX35	Tex35
TEX36	Tex36
TEX37	Tex37
TEX38	Tex38
TEX9	Tex9
TF	Gm20425
TFAM	Tfam
TFAP2A	Tfap2a
TFAP2B	Tfap2b
TFAP2C	Tfap2c
TFAP2D	Tfap2d
TFAP2E	Tfap2e
TFAP4	Tfap4
TFB1M	Tfb1m
TFB2M	Tfb2m
TFCP2	Tfcp2
TFCP2L1	Tfcp2l1
TFDP1	Tfdp1
TFDP2	Tfdp2
TFE3	Tfe3
TFEB	Tfeb
TFEC	Tfec
TFF1	Tff1
TFF2	Tff2
TFF3	Tff3
TFG	Tfg
TFIP11	Tfip11
TFPI2	Tfpi2
TFPT	Tfpt
TFR2	Tfr2
TFRC	Tfrc
TG	Tg
TGDS	Tgds
TGFA	Tgfa
TGFB1	Tgfb1
TGFB1I1	Tgfb1i1
TGFB2	Tgfb2
TGFB3	Tgfb3
TGFBI	Tgfbi
TGFBR1	Tgfbr1
TGFBR2	Tgfbr2
TGFBR3	Tgfbr3
TGFBRAP1	Tgfbrap1
TGIF1	Tgif1
TGIF2	Tgif2
TGM1	Tgm1
TGM2	Tgm2
TGM3	Tgm3
TGM5	Tgm5
TGM6	Tgm6
TGM7	Tgm7
TGOLN2	Tgoln1
TGS1	Tgs1
TH	Th
THADA	Thada
THAP1	Thap1
THAP11	Thap11
THAP2	Thap2
THAP3	Thap3
THAP4	Thap4
THAP7	Thap7
THBD	Thbd
THBS1	Thbs1
THBS2	Thbs2
THBS3	Thbs3
THBS4	Thbs4
THEG	Theg
THEM2	Acot13
THEM4	Them4
THEM5	Them5
THEM6	Them6
THEMIS	Themis
THEMIS2	Themis2
THEX1	Eri1
THG1L	Thg1l
THNSL1	Thnsl1
THNSL2	Thnsl2
THOC1	Thoc1
THOC3	Thoc3
THOC5	Thoc5
THOC6	Thoc6
THOC7	Thoc7
THOP1	Thop1
THPO	Thpo
THRA	Thra
THRAP3	Thrap3
THRB	Thrb
THRSP	Thrsp
THSD1	Thsd1
THSD4	Thsd4
THSD7A	Thsd7a
THSD7B	Thsd7b
THTPA	Thtpa
THUMPD1	Thumpd1
THUMPD2	Thumpd2
THUMPD3	Thumpd3
THY1	Thy1
THYN1	Thyn1
TIA1	Tia1
TIAL1	Tial1
TIAM1	Tiam1
TIAM2	Tiam2
TICAM1	Ticam1
TICAM2	Ticam2
TICRR	Ticrr
TIE1	Tie1
TIEG1	Klf10
TIEG2	Klf11
TIFA	Tifa
TIFAB	Tifab
TIGAR	9630033F20Rik
TIGD2	Tigd2
TIGD3	Tigd3
TIGD4	Tigd4
TIGD7	Jrk
TIGIT	Tigit
TIMD4	Timd4
TIMELESS	Timeless
TIMM10	Timm10
TIMM13	Timm13
TIMM17A	Timm17a
TIMM17B	Timm17b
TIMM21	Timm21
TIMM22	Timm22
TIMM23	Gm10273
TIMM44	Timm44
TIMM50	Timm50
TIMM8A	Timm8a2
TIMM8B	Timm8b
TIMM9	Timm9
TIMMDC1	Timmdc1
TIMP1	Timp1
TIMP2	Timp2
TIMP3	Timp3
TIMP4	Timp4
TINAG	Tinag
TINAGL1	Tinagl1
TINF2	Tinf2
TIPARP	Tiparp
TIPIN	Tipin
TIPRL	Tiprl
TIRAP	Tirap
TJAP1	Tjap1
TK1	Tk1
TK2	Tk2
TKT	Tkt
TKTL1	Tktl1
TKTL2	Tktl2
TLCD1	Tlcd1
TLCD2	Tlcd2
TLDC1	Tldc1
TLDC2	Tldc2
TLE1	Tle1
TLE2	Tle2
TLE3	Tle3
TLE4	Tle4
TLE6	Tle6
TLK1	Tlk1
TLK2	Tlk2
TLL1	Tll1
TLL2	Tll2
TLN1	Tln1
TLN2	Tln2
TLR10	Tlr1
TLR2	Tlr2
TLR3	Tlr3
TLR4	Tlr4
TLR5	Tlr5
TLR6	Tlr6
TLR7	Tlr7
TLR9	Tlr9
TLX1	Tlx1
TLX2	Tlx2
TLX3	Tlx3
TM2D1	Tm2d1
TM2D2	Tm2d2
TM2D3	Tm2d3
TM4SF1	Tm4sf1
TM4SF20	Tm4sf20
TM4SF4	Tm4sf4
TM4SF5	Tm4sf5
TM6SF1	Tm6sf1
TM6SF2	Tm6sf2
TM7SF2	Tm7sf2
TM7SF3	Tm7sf3
TM9SF2	Tm9sf2
TM9SF3	Tm9sf3
TM9SF4	Tm9sf4
TMA16	Tma16
TMA7	Tma7
TMBIM1B	4930511M11Rik
TMBIM6	Tmbim6
TMC1	Tmc1
TMC2	Tmc2
TMC3	Tmc3
TMC4	Tmc4
TMC5	Tmc5
TMC6	Tmc6
TMC7	Tmc7
TMC8	Tmc8
TMCC1	Tmcc1
TMCC2	Tmcc2
TMCC3	Tmcc3
TMCO1	Tmco1
TMCO2	Tmco2
TMCO3	Tmco3
TMCO4	Tmco4
TMCO5A	Tmco5
TMCO6	Tmco6
TMED1	Tmed1
TMED10	Tmed10
TMED2	Tmed2
TMED3	Tmed3
TMED4	Tmed4
TMED5	Tmed5
TMED6	Tmed6
TMED7	Tmed7
TMED8	Tmed8
TMED9	Tmed9
TMEFF2	Tmeff2
TMEM100	Tmem100
TMEM101	Tmem101
TMEM102	Tmem102
TMEM104	Tmem104
TMEM106A	Tmem106a
TMEM106B	Tmem106b
TMEM106C	Tmem106c
TMEM107	Tmem107
TMEM108	Tmem108
TMEM109	Tmem109
TMEM11	Tmem11
TMEM110	Tmem110
TMEM114	Cldn26
TMEM115	Tmem115
TMEM116	Tmem116
TMEM117	Tmem117
TMEM119	Tmem119
TMEM120A	Tmem120a
TMEM120B	Tmem120b
TMEM121	Tmem121
TMEM125	Tmem125
TMEM126A	Tmem126a
TMEM126B	Tmem126b
TMEM127	Tmem127
TMEM128	Tmem128
TMEM129	Tmem129
TMEM130	Tmem130
TMEM131	Tmem131
TMEM132A	Tmem132a
TMEM132B	Tmem132b
TMEM132C	Tmem132c
TMEM132D	Tmem132d
TMEM132E	Tmem132e
TMEM135	Tmem135
TMEM136	Tmem136
TMEM138	Tmem138
TMEM139	Tmem139
TMEM140	Tmem140
TMEM141	Tmem141
TMEM143	Tmem143
TMEM144	Tmem144
TMEM145	Tmem145
TMEM147	Tmem147
TMEM14A	Tmem14a
TMEM14C	Tmem14c
TMEM150A	Tmem150a
TMEM150B	Tmem150b
TMEM150C	Tmem150c
TMEM151A	Tmem151a
TMEM156	Tmem156
TMEM158	Tmem158
TMEM159	Tmem159
TMEM160	Tmem160
TMEM161A	Tmem161a
TMEM161B	Tmem161b
TMEM163	Tmem163
TMEM164	Tmem164
TMEM165	Tmem165
TMEM167A	Tmem167
TMEM167B	Tmem167b
TMEM168	Tmem168
TMEM169	Tmem169
TMEM17	Tmem17
TMEM170A	Tmem170
TMEM170B	Tmem170b
TMEM171	Tmem171
TMEM173	Tmem173
TMEM174	Tmem174
TMEM175	Tmem175
TMEM176A	Tmem176a
TMEM176B	Tmem176b
TMEM177	Tmem177
TMEM178	Tmem178
TMEM179	Tmem179
TMEM179B	Tmem179b
TMEM18	Tmem18
TMEM180	Tmem180
TMEM181	Tmem181a
TMEM182	Tmem182
TMEM183	Tmem183a
TMEM184A	Tmem184a
TMEM184B	Tmem184b
TMEM185A	BC023829
TMEM185B	TMEM185B
TMEM186	Tmem186
TMEM189	Gm20431
TMEM19	Tmem19
TMEM190	Tmem190
TMEM192	Tmem192
TMEM194A	Tmem194
TMEM194B	Tmem194b
TMEM196	Tmem196
TMEM198	Tmem198
TMEM199	Tmem199
TMEM2	Tmem2
TMEM20	Slc35g1
TMEM200A	Tmem200a
TMEM200B	Tmem200b
TMEM200C	Tmem200c
TMEM201	Tmem201
TMEM202	Tmem202
TMEM203	Tmem203
TMEM204	Tmem204
TMEM205	Tmem205
TMEM206	Tmem206
TMEM207	Tmem207
TMEM208	Tmem208
TMEM209	Tmem209
TMEM210	Tmem210
TMEM211	Tmem211
TMEM212	Tmem212
TMEM213	Tmem213
TMEM214	Tmem214
TMEM215	Tmem215
TMEM216	Tmem216
TMEM217	Tmem217
TMEM218	Tmem218
TMEM219	Tmem219
TMEM22	Slc35g2
TMEM220	Tmem220
TMEM222	Tmem222
TMEM223	Tmem223
TMEM225	Tmem225
TMEM229B	Gm5423
TMEM230	Tmem230
TMEM231	Tmem231
TMEM232	Tmem232
TMEM234	Tmem234
TMEM235	Tmem235
TMEM237	Tmem237
TMEM239	Tmem239
TMEM241	Tmem241
TMEM243	Tmem243
TMEM245	Tmem245
TMEM246	Tmem246
TMEM247	Tmem247
TMEM248	Tmem248
TMEM25	Tmem25
TMEM251	Tmem251
TMEM252	Tmem252
TMEM253	Tmem253
TMEM254	Tmem254a
TMEM255B	Tmem255b
TMEM256	Tmem256
TMEM258	Tmem258
TMEM259	Tmem259
TMEM26	Tmem26
TMEM260	Tmem260
TMEM27	Tmem27
TMEM30A	Tmem30a
TMEM30B	Tmem30b
TMEM30C	Tmem30c
TMEM33	Tmem33
TMEM34	Tmem184c
TMEM35	Tmem35
TMEM37	Tmem37
TMEM38A	Tmem38a
TMEM38B	Tmem38b
TMEM39A	Tmem39a
TMEM39B	Tmem39b
TMEM40	Tmem40
TMEM41A	Tmem41a
TMEM41B	Tmem41b
TMEM42	Tmem42
TMEM43	Tmem43
TMEM44	Tmem44
TMEM45B	Tmem45b
TMEM47	Tmem47
TMEM5	Tmem5
TMEM50A	Tmem50a
TMEM50B	Tmem50b
TMEM51	Tmem51
TMEM52	Tmem52
TMEM52B	Tmem52b
TMEM53	Tmem53
TMEM54	Tmem54
TMEM55A	Tmem55a
TMEM55B	Tmem55b
TMEM57	Tmem57
TMEM59	Tmem59
TMEM59L	Tmem59l
TMEM60	Tmem60
TMEM62	Tmem62
TMEM63A	Tmem63a
TMEM63B	Tmem63b
TMEM63C	Tmem63c
TMEM64	Tmem64
TMEM65	Tmem65
TMEM66	Tmem66
TMEM67	Tmem67
TMEM68	Tmem68
TMEM70	Tmem70
TMEM71	Tmem71
TMEM72	Tmem72
TMEM74	Tmem74
TMEM74B	Tmem74b
TMEM79	Tmem79
TMEM8	Tmem8
TMEM80	Tmem80
TMEM81	Tmem81
TMEM82	Tmem82
TMEM86A	Tmem86a
TMEM86B	Tmem86b
TMEM87A	Tmem87a
TMEM87B	Tmem87b
TMEM88	Tmem88
TMEM88B	Tmem88b
TMEM89	Tmem89
TMEM8B	Tmem8b
TMEM8C	Tmem8c
TMEM9	Tmem9
TMEM91	Tmem91
TMEM92	Tmem92
TMEM97	Tmem97
TMEM98	Tmem98
TMEM9B	Tmem9b
TMF1	Tmf1
TMIE	Tmie
TMIGD1	Tmigd1
TMLHE	Tmlhe
TMOD1	Tmod1
TMOD2	Tmod2
TMOD4	Tmod4
TMPO	Tmpo
TMPRSS11A	Tmprss11a
TMPRSS11D	Tmprss11d
TMPRSS11F	Tmprss11f
TMPRSS13	Tmprss13
TMPRSS15	Tmprss15
TMPRSS2	Tmprss2
TMPRSS3	Tmprss3
TMPRSS4	Tmprss4
TMPRSS5	Tmprss5
TMPRSS6	Tmprss6
TMPRSS7	Tmprss7
TMPRSS9	Tmprss9
TMSB10	Gm9844
TMSB4	Tmsb4x
TMSB4X	Tmsb15b1
TMTC1	Tmtc1
TMTC2	Tmtc2
TMTC3	Tmtc3
TMTC4	Tmtc4
TMUB1	Tmub1
TMUB2	Tmub2
TMX1	Tmx1
TMX2	Gm5499
TMX3	Tmx3
TMX4	Tmx4
TNC	Tnc
TNF	Tnf
TNFAIP1	Tnfaip1
TNFAIP2	Tnfaip2
TNFAIP3	Tnfaip3
TNFAIP8	Tnfaip8
TNFAIP8L1	Tnfaip8l1
TNFAIP8L2	Tnfaip8l2
TNFAIP8L3	Tnfaip8l3
TNFRSF10A	Tnfrsf26
TNFRSF10D	Tnfrsf10b
TNFRSF11A	Tnfrsf11a
TNFRSF11B	Tnfrsf11b
TNFRSF12A	Tnfrsf12a
TNFRSF13B	Tnfrsf13b
TNFRSF13C	Tnfrsf13c
TNFRSF18	Tnfrsf18
TNFRSF19	Tnfrsf19
TNFRSF1A	Tnfrsf1a
TNFRSF1B	Tnfrsf1b
TNFRSF21	Tnfrsf21
TNFRSF25	Tnfrsf25
TNFRSF4	Tnfrsf4
TNFRSF6B	Tnfrsf14
TNFRSF8	Tnfrsf8
TNFRSF9	Tnfrsf9
TNFSF10	Tnfsf10
TNFSF11	Tnfsf11
TNFSF13	Tnfsf13
TNFSF13B	Tnfsf13b
TNFSF14	Tnfsf14
TNFSF15	Tnfsf15
TNFSF18	Tnfsf18
TNFSF4	Tnfsf4
TNFSF8	Tnfsf8
TNFSF9	Tnfsf9
TNIK	Tnik
TNIP1	Tnip1
TNIP2	Tnip2
TNIP3	Tnip3
TNK1	Tnk1
TNKS	Tnks
TNKS1BP1	Tnks1bp1
TNKS2	Tnks2
TNMD	Tnmd
TNN	Tnn
TNNC1	Tnnc1
TNNC2	Tnnc2
TNNI1	Tnni1
TNNI2	Tnni2
TNNI3	Tnni3
TNNI3K	Tnni3k
TNNT1	Tnnt1
TNNT2	Tnnt2
TNNT3	Tnnt3
TNP1	Tnp1
TNP2	Tnp2
TNPO1	Tnpo1
TNPO2	Tnpo2
TNPO3	Tnpo3
TNR	Tnr
TNRC18	Tnrc18
TNRC6A	Tnrc6a
TNRC6B	Tnrc6b
TNRC6C	Tnrc6c
TNS1	Tns1
TNS3	Tns3
TNS4	Tns4
TNXB	Tnxb
TOB1	Tob1
TOB2	Tob2
TOE1	Toe1
TOLLIP	Tollip
TOM1	Tom1
TOM1L1	Tom1l1
TOM1L2	Tom1l2
TOM40B	Tomm40l
TOMM20	Tomm20
TOMM22	Tomm22
TOMM34	Tomm34
TOMM40	Tomm40
TOMM5	Tomm5
TOMM6	Tomm6
TOMM7	Tomm7
TOMM70A	Tomm70a
TONSL	Tonsl
TOP1	Top1
TOP2A	Top2a
TOP2B	Top2b
TOP3A	Top3a
TOPAZ1	Topaz1
TOPBP1	Topbp1
TOPORS	Topors
TOR1A	Tor1a
TOR1AIP1	Tor1aip1
TOR1AIP2	Tor1aip2
TOR1B	Tor1b
TOR2A	Tor2a
TOR3A	Tor3a
TOR4A	Tor4a
TOX	Tox
TOX2	Tox2
TOX3	Tox3
TOX4	Gm5828
TP53	Trp53
TP53BP1	Trp53bp1
TP53BP2	Trp53bp2
TP53I11	Trp53i11
TP53I13	Trp53i13
TP53INP1	Trp53inp1
